,ID,country,age_group,total_female,total_male,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_Arba_minch,night_Gamo_Gofa,first_trip_tz,total_cost,peak_period,is_african,total_persons,total_nights_spent,arrangement_Package Tour,travel_with_Children,travel_with_Friends/Relatives,travel_with_None,travel_with_Spouse,travel_with_Spouse and Children,purpose_Leisure and Holidays,purpose_Meetings and Conference,purpose_Other,purpose_Scientific and Academic,purpose_Visiting Friends and Relatives,purpose_Volunteering,main_activity_Bird watching,main_activity_Conference tourism,main_activity_Cultural tourism,main_activity_Diving and Sport Fishing,main_activity_Hunting tourism,main_activity_Mountain climbing,main_activity_Wildlife tourism,main_activity_business,"info_source_Friends, relatives","info_source_Newspaper, magazines,brochures","info_source_Radio, TV, Web",info_source_Trade fair,"info_source_Travel, agent, tour operator",info_source_inflight magazines,info_source_others,most_impressing_Excellent Experience,most_impressing_Friendly People,most_impressing_Good service,most_impressing_No comments,most_impressing_None,most_impressing_Satisfies and Hope Come Back,"most_impressing_Wonderful Country, Landscape, Nature",payment_mode_Credit Card,payment_mode_Other,payment_mode_Travellers Cheque
1520,2867,51,2,1.0,2.0,0,0,0,0,0,0,0,1.0,0.0,0,331500.0,0,1,3.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1521,287,111,2,1.0,1.0,0,0,0,0,0,0,0,14.0,0.0,0,569010.0,0,0,2.0,14.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1522,2870,112,3,2.0,2.0,0,1,1,1,1,1,0,11.0,0.0,1,43095000.0,1,0,4.0,11.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1523,2871,112,4,1.0,0.0,1,1,1,1,1,1,1,15.0,0.0,0,12182625.0,1,0,1.0,15.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1524,2872,47,2,1.0,0.0,0,0,0,0,0,0,0,14.0,4.0,1,3403995.0,1,0,1.0,18.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1525,2875,111,2,0.0,1.0,0,1,1,0,0,1,0,6.0,0.0,1,3265275.0,1,0,1.0,6.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,2876,73,2,1.0,2.0,0,1,1,1,1,1,0,16.0,6.0,1,18232500.0,1,0,3.0,22.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1527,2880,112,3,1.0,1.0,1,1,1,1,1,1,0,10.0,0.0,1,42266250.0,1,0,2.0,10.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1528,2881,112,3,1.0,1.0,0,1,1,1,1,1,0,10.0,2.0,1,10773750.0,1,0,2.0,12.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1529,2882,33,3,1.0,1.0,0,1,1,1,0,0,0,7.0,0.0,1,3978000.0,1,0,2.0,7.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1530,2883,35,2,1.0,0.0,0,1,1,1,0,1,0,9.0,3.0,1,2237625.0,1,0,1.0,12.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1531,2884,95,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,157462.5,0,1,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1532,2885,47,3,1.0,0.0,1,1,1,1,1,1,0,5.0,0.0,1,5005650.0,1,0,1.0,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1533,2886,47,3,1.0,2.0,1,1,1,1,1,0,0,3.0,4.0,1,2320500.0,1,0,3.0,7.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,2887,14,2,1.0,0.0,0,1,1,1,1,1,0,10.0,4.0,1,4992390.0,1,0,1.0,14.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1535,2888,35,2,3.0,1.0,0,0,0,0,0,0,0,14.0,0.0,0,7624500.0,1,0,4.0,14.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1536,2889,3,0,1.0,0.0,0,1,1,1,1,1,0,10.0,4.0,1,5096812.5,1,0,1.0,14.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,289,25,0,0.0,2.0,0,0,0,0,0,0,0,16.0,5.0,1,2519400.0,0,0,2.0,21.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1538,2890,3,2,1.0,0.0,0,0,0,0,0,0,0,15.0,9.0,1,3315000.0,1,0,1.0,24.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1539,2891,112,3,1.0,0.0,0,0,0,0,0,0,0,4.0,0.0,1,3207262.5,1,0,1.0,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,2892,33,2,1.0,0.0,1,1,1,1,1,1,1,6.0,0.0,1,6630000.0,1,0,1.0,6.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1541,2894,112,0,3.0,1.0,0,0,0,0,0,0,0,60.0,4.0,1,9945000.0,0,0,4.0,64.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1542,2895,111,2,1.0,0.0,0,0,0,0,0,0,0,7.0,0.0,0,1657500.0,0,0,1.0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1543,2896,112,3,0.0,2.0,0,1,1,1,1,1,0,11.0,0.0,1,14088750.0,1,0,2.0,11.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1544,2899,111,2,2.0,1.0,0,0,0,0,0,0,0,12.0,10.0,0,6630000.0,1,0,3.0,22.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1545,290,47,3,0.0,2.0,0,0,0,0,0,0,0,6.0,4.0,0,22693300.0,0,0,2.0,10.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1546,2900,111,2,2.0,0.0,0,0,0,0,0,0,0,2.0,0.0,1,1160250.0,0,0,2.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1547,2902,47,2,1.0,1.0,0,1,1,1,1,1,0,7.0,7.0,1,3812250.0,1,0,2.0,14.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1548,2903,112,0,1.0,0.0,0,0,0,0,0,0,0,90.0,0.0,0,19890000.0,0,0,1.0,90.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1549,2904,112,2,1.0,0.0,0,0,0,0,0,0,0,13.0,0.0,1,5469750.0,1,0,1.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1550,2905,111,3,1.0,1.0,0,1,1,1,1,1,0,14.0,0.0,1,10110750.0,1,0,2.0,14.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1551,2906,35,3,2.0,2.0,0,1,1,1,1,1,1,9.0,6.0,1,36465000.0,1,0,4.0,15.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1552,2908,112,4,1.0,1.0,0,0,0,0,0,0,0,15.0,0.0,1,20553000.0,1,0,2.0,15.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1553,2909,112,3,1.0,1.0,0,1,1,1,1,1,0,14.0,0.0,1,11602500.0,1,0,2.0,14.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1554,291,51,2,0.0,1.0,0,0,0,0,0,0,0,4.0,5.0,0,2486250.0,0,1,1.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1555,2910,47,4,1.0,1.0,1,1,1,1,1,1,1,40.0,0.0,0,25359750.0,1,0,2.0,40.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1556,2911,112,3,1.0,1.0,0,1,1,1,1,1,1,6.0,3.0,1,26685750.0,1,0,2.0,9.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1557,2912,33,3,1.0,1.0,1,1,1,1,1,1,0,6.0,0.0,1,10773750.0,1,0,2.0,6.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1558,2913,112,3,1.0,1.0,0,1,1,1,1,1,0,10.0,0.0,1,1408875.0,1,0,2.0,10.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1559,2915,112,3,1.0,1.0,1,1,1,1,1,1,0,15.0,0.0,1,30663750.0,1,0,2.0,15.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1560,2916,82,3,5.0,4.0,0,0,0,0,0,0,0,2.0,12.0,1,6215625.0,1,0,9.0,14.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1561,2917,33,2,0.0,1.0,0,0,0,0,0,0,0,30.0,0.0,1,2723196.0,1,0,1.0,30.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1562,2918,112,0,3.0,0.0,0,0,0,0,0,0,0,64.0,0.0,1,3315000.0,0,0,3.0,64.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1563,2919,111,0,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,1,569010.0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1564,292,111,3,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,1,1138020.0,1,0,1.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1565,2920,77,2,1.0,0.0,0,0,0,0,0,0,0,5.0,0.0,1,2734875.0,0,0,1.0,5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1566,2921,31,2,0.0,1.0,0,0,0,0,0,0,0,7.0,0.0,0,1657500.0,0,1,1.0,7.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1567,2922,41,3,1.0,1.0,0,0,0,0,0,0,0,5.0,0.0,0,663000.0,1,0,2.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1568,2924,95,2,1.0,0.0,0,0,0,0,0,0,0,0.0,5.0,0,662910.0,1,1,1.0,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1569,2929,14,0,1.0,0.0,0,0,0,0,0,0,0,30.0,0.0,1,497250.0,0,0,1.0,30.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1570,293,78,2,1.0,1.0,0,0,0,0,0,0,0,7.0,0.0,1,227645.0,0,0,2.0,7.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1571,2930,46,2,5.0,5.0,1,1,0,1,0,1,0,4.0,0.0,1,53040000.0,0,0,10.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1572,2932,111,2,0.0,2.0,0,1,1,0,0,1,0,11.0,0.0,1,11949210.0,1,0,2.0,11.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1573,2933,87,2,0.0,1.0,1,1,1,0,0,0,0,11.0,0.0,1,10773750.0,0,1,1.0,11.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1574,2935,47,2,2.0,2.0,1,1,1,1,1,1,0,7.0,0.0,1,52377000.0,1,0,4.0,7.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1575,2936,111,3,2.0,2.0,1,1,1,1,1,0,0,7.0,6.0,0,44098275.0,1,0,4.0,13.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1576,2937,111,2,1.0,1.0,1,1,1,1,1,1,0,4.0,7.0,1,6132750.0,1,0,2.0,11.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1577,2938,99,0,1.0,1.0,0,0,0,0,0,0,0,14.0,0.0,1,4889625.0,1,0,2.0,14.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1578,2939,73,2,1.0,1.0,0,0,0,0,0,0,0,4.0,7.0,1,2269330.0,1,0,2.0,11.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1579,294,3,3,1.0,1.0,1,1,1,1,1,0,1,15.0,2.0,0,33481500.0,1,0,2.0,17.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1580,2940,35,2,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,1,1657500.0,0,0,1.0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1581,2942,111,4,1.0,1.0,0,0,0,0,0,0,0,10.0,0.0,0,3812250.0,0,0,2.0,10.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1582,2943,14,3,0.0,1.0,0,0,0,0,0,0,0,56.0,0.0,0,1160250.0,0,0,1.0,56.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1583,2944,54,0,1.0,0.0,0,0,0,0,0,0,0,11.0,0.0,1,182325.0,0,0,1.0,11.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1584,2945,47,2,1.0,3.0,0,0,0,0,0,0,0,22.0,0.0,1,15464475.0,1,0,4.0,22.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1585,2946,73,2,2.0,0.0,0,1,1,1,1,0,0,6.0,9.0,1,9613500.0,1,0,2.0,15.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1586,2949,112,2,1.0,0.0,1,0,0,0,0,0,0,15.0,0.0,1,9945000.0,0,0,1.0,15.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1587,295,112,2,0.0,1.0,0,0,0,0,0,0,0,30.0,0.0,0,663000.0,0,0,1.0,30.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1588,2950,112,3,1.0,0.0,0,0,0,0,0,0,0,4.0,5.0,1,3149250.0,0,0,1.0,9.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1589,2954,33,3,2.0,0.0,1,1,1,1,1,1,1,7.0,0.0,1,15317977.5,1,0,2.0,7.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1590,2957,3,0,1.0,0.0,0,1,1,1,1,1,0,12.0,0.0,1,5198457.0,1,0,1.0,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1591,2958,51,2,1.0,0.0,0,0,0,0,0,0,0,4.0,0.0,0,1657500.0,1,1,1.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1592,2959,33,3,0.0,1.0,1,1,1,1,1,1,0,5.0,0.0,1,8287500.0,1,0,1.0,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1593,296,95,3,0.0,1.0,0,0,0,0,0,0,0,10.0,0.0,0,538687.5,0,1,1.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1594,2960,112,2,1.0,2.0,0,1,1,1,0,0,0,12.0,0.0,1,12381525.0,1,0,3.0,12.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1595,2961,47,2,1.0,0.0,1,1,1,1,0,0,0,10.0,0.0,0,9190786.5,0,0,1.0,10.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1596,2962,111,3,0.0,2.0,0,1,0,1,1,0,0,10.0,0.0,0,1657500.0,1,0,2.0,10.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1597,2963,35,2,1.0,0.0,0,0,0,0,0,0,0,9.0,11.0,1,861900.0,1,0,1.0,20.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1598,2965,45,0,1.0,0.0,0,0,0,0,0,0,0,30.0,0.0,1,3403995.0,0,0,1.0,30.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1599,2966,111,3,1.0,0.0,0,0,0,0,0,0,0,5.0,0.0,0,1657500.0,0,0,1.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1600,2968,22,3,0.0,2.0,0,1,1,1,0,1,0,11.0,0.0,1,10773750.0,1,0,2.0,11.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1601,2969,111,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,828750.0,0,0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1602,297,14,2,1.0,0.0,0,0,0,0,0,0,0,2.0,2.0,1,3629925.0,1,0,1.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1603,2970,83,3,1.0,1.0,0,0,0,0,0,0,0,3.0,0.0,1,663000.0,0,0,2.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1604,2971,51,2,1.0,0.0,0,0,0,0,0,0,0,3.0,0.0,0,1000000.0,0,1,1.0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1605,2972,112,2,0.0,1.0,0,1,1,1,1,1,0,7.0,0.0,1,911625.0,1,0,1.0,7.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1606,2973,111,2,1.0,1.0,0,0,0,0,0,0,0,21.0,0.0,1,3480750.0,1,0,2.0,21.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1607,2974,95,4,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,0,1160250.0,0,1,1.0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1608,2975,112,4,1.0,1.0,1,1,1,1,1,1,1,7.0,0.0,1,50056500.0,1,0,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1609,2976,95,3,1.0,0.0,0,0,0,0,0,0,0,3.0,2.0,1,696150.0,0,1,1.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1610,2977,3,4,1.0,1.0,1,1,1,1,1,1,0,6.0,5.0,1,51382500.0,1,0,2.0,11.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1611,2978,107,2,1.0,1.0,0,0,0,0,0,0,0,5.0,0.0,0,4143750.0,1,0,2.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1612,2979,3,4,1.0,1.0,0,1,1,1,1,1,0,6.0,0.0,1,38785500.0,1,0,2.0,6.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1613,298,112,2,3.0,2.0,0,0,0,0,0,0,0,5.0,0.0,1,8287500.0,1,0,5.0,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1614,2980,112,3,1.0,1.0,0,1,1,1,1,1,0,12.0,0.0,1,17403750.0,1,0,2.0,12.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1615,2981,111,2,2.0,0.0,1,1,0,1,1,0,0,9.0,0.0,1,5138250.0,1,0,2.0,9.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1616,2982,14,3,1.0,1.0,0,1,1,1,1,1,0,13.0,12.0,1,77073750.0,1,0,2.0,25.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1617,2984,33,3,1.0,1.0,1,1,1,1,0,1,1,6.0,0.0,1,12254382.0,1,0,2.0,6.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1618,2985,3,3,1.0,1.0,0,1,0,1,1,1,0,5.0,0.0,1,26520000.0,1,0,2.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1619,2987,25,0,1.0,0.0,0,0,0,0,0,0,0,3.0,0.0,0,828750.0,0,0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
