,ID,country,age_group,total_female,total_male,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_Arba_minch,night_Gamo_Gofa,first_trip_tz,total_cost,peak_period,is_african,total_persons,total_nights_spent,tour_arrangement_Package Tour,travel_with_Children,travel_with_Friends/Relatives,travel_with_None,travel_with_Spouse,travel_with_Spouse and Children,purpose_Leisure and Holidays,purpose_Meetings and Conference,purpose_Other,purpose_Scientific and Academic,purpose_Visiting Friends and Relatives,purpose_Volunteering,main_activity_Bird watching,main_activity_Conference tourism,main_activity_Cultural tourism,main_activity_Diving and Sport Fishing,main_activity_Hunting tourism,main_activity_Mountain climbing,main_activity_Wildlife tourism,main_activity_business,"info_source_Friends, relatives","info_source_Newspaper, magazines,brochures","info_source_Radio, TV, Web",info_source_Trade fair,"info_source_Travel, agent, tour operator",info_source_inflight magazines,info_source_others,most_impressing_Excellent Experience,most_impressing_Friendly People,most_impressing_Good service,most_impressing_No comments,most_impressing_None,most_impressing_Satisfies and Hope Come Back,"most_impressing_Wonderful Country, Landscape, Nature",payment_mode_Credit Card,payment_mode_Other,payment_mode_Travellers Cheque
871,tour_2070,47,2,6.0,4.0,0,0,0,0,0,0,0,20.0,0.0,1,2320500.0,1,0,10.0,20.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
872,tour_2071,35,2,0.0,1.0,1,1,0,0,0,0,0,23.0,0.0,1,253000.0,0,0,1.0,23.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
873,tour_2072,111,0,1.0,1.0,0,0,0,0,0,0,0,36.0,0.0,1,545317.5,1,0,2.0,36.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
874,tour_2073,112,4,2.0,0.0,1,1,1,1,1,1,0,22.0,2.0,1,5304000.0,1,0,2.0,24.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
875,tour_2076,116,2,1.0,0.0,0,0,0,0,0,0,0,2.0,0.0,0,400000.0,0,1,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
876,tour_2077,108,2,0.0,1.0,0,0,0,0,0,0,0,4.0,0.0,0,200000.0,0,1,1.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
877,tour_2078,108,2,5.0,1.0,0,0,0,0,0,0,0,4.0,0.0,1,300000.0,0,1,6.0,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
878,tour_2079,13,2,1.0,0.0,0,0,0,0,0,0,0,10.0,0.0,0,1065000.0,0,1,1.0,10.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
879,tour_208,111,4,1.0,1.0,1,1,1,1,1,1,0,7.0,2.0,1,331500.0,1,0,2.0,9.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
880,tour_2080,47,3,1.0,1.0,1,1,1,1,1,1,1,9.0,0.0,1,16134936.3,1,0,2.0,9.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
881,tour_2081,47,2,1.0,1.0,1,1,1,1,0,0,1,0.0,7.0,1,6132750.0,1,0,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
882,tour_2082,13,2,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,0,106000.0,0,1,1.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
883,tour_2083,108,3,0.0,1.0,0,0,0,0,0,0,0,30.0,0.0,0,690000.0,0,1,1.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
884,tour_2084,116,2,0.0,1.0,0,0,0,0,0,0,0,12.0,0.0,0,1300000.0,0,1,1.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
885,tour_2085,108,2,0.0,2.0,0,0,0,0,0,0,0,21.0,0.0,1,150000.0,0,1,2.0,21.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
886,tour_2087,13,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,130000.0,0,1,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
887,tour_2088,108,2,1.0,1.0,0,0,0,0,0,0,0,14.0,0.0,0,120000.0,0,1,2.0,14.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
888,tour_2089,47,2,6.0,4.0,1,1,1,1,0,0,0,0.0,9.0,0,12597000.0,1,0,10.0,9.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
889,tour_2090,35,3,1.0,0.0,0,0,0,0,0,0,0,12.0,0.0,0,663000.0,0,0,1.0,12.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
890,tour_2092,95,0,0.0,1.0,0,0,0,0,0,0,0,16.0,0.0,1,2469675.0,1,1,1.0,16.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
891,tour_2093,112,0,1.0,0.0,0,0,0,0,0,0,0,19.0,7.0,1,3513900.0,1,0,1.0,26.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
892,tour_2094,74,2,0.0,1.0,0,1,1,0,1,1,0,15.0,6.0,1,17403750.0,1,0,1.0,21.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
893,tour_2095,33,2,1.0,0.0,0,0,0,0,0,0,0,90.0,0.0,0,226933.0,0,0,1.0,90.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
894,tour_2096,111,3,2.0,3.0,0,1,1,0,0,0,0,12.0,0.0,1,6630000.0,1,0,5.0,12.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
895,tour_2098,111,0,1.0,0.0,0,1,1,1,1,1,1,14.0,0.0,1,203000.0,1,0,1.0,14.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
896,tour_2099,111,3,0.0,1.0,0,0,0,0,0,0,0,15.0,0.0,1,4143750.0,0,0,1.0,15.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
897,tour_210,45,2,1.0,0.0,0,0,0,0,0,0,0,10.0,9.0,0,5718375.0,0,0,1.0,19.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
898,tour_2100,47,4,1.0,1.0,0,1,1,1,1,1,0,6.0,0.0,1,8295787.5,1,0,2.0,6.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
899,tour_2101,111,3,1.0,1.0,1,1,1,1,1,0,0,7.0,7.0,1,48897907.5,1,0,2.0,14.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
900,tour_2103,3,0,1.0,0.0,0,1,1,1,1,1,1,7.0,4.0,1,7873125.0,1,0,1.0,11.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
901,tour_2104,95,2,0.0,1.0,0,1,1,1,0,0,0,2.0,0.0,1,4143750.0,0,1,1.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
902,tour_2105,51,3,3.0,1.0,0,0,0,0,0,0,0,2.0,0.0,1,2390115.0,1,1,4.0,2.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
903,tour_2106,51,2,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,1,175000.0,0,1,1.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
904,tour_2107,96,2,1.0,1.0,0,0,0,0,0,0,0,0.0,6.0,1,2269330.0,1,0,2.0,6.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
905,tour_2109,14,2,1.0,0.0,0,1,1,1,1,1,0,7.0,4.0,1,5337150.0,1,0,1.0,11.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
906,tour_211,35,3,1.0,0.0,0,0,0,0,0,0,0,6.0,0.0,0,4143750.0,1,0,1.0,6.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
907,tour_2110,95,3,2.0,3.0,0,0,0,0,0,0,0,6.0,0.0,0,4972500.0,0,1,5.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
908,tour_2111,111,3,2.0,3.0,0,0,0,0,0,0,0,7.0,7.0,0,3403995.0,1,0,5.0,14.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
909,tour_2112,111,3,1.0,0.0,0,1,1,1,1,1,0,10.0,0.0,1,2942062.5,1,0,1.0,10.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
910,tour_2113,112,3,1.0,2.0,1,1,1,1,1,1,0,3.0,0.0,1,1574625.0,1,0,3.0,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
911,tour_2114,33,3,2.0,2.0,1,1,1,1,0,0,1,10.0,10.0,1,25525500.0,1,0,4.0,20.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
912,tour_2115,111,3,1.0,4.0,0,1,1,1,1,1,0,14.0,5.0,1,23205000.0,1,0,5.0,19.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
913,tour_2116,87,2,1.0,0.0,0,0,0,0,0,0,0,1.0,0.0,1,497250.0,0,1,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
914,tour_2118,6,2,1.0,2.0,1,1,0,1,1,1,1,10.0,4.0,1,18232500.0,1,0,3.0,14.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
915,tour_2119,112,2,1.0,0.0,0,0,0,0,0,0,0,1.0,0.0,0,530400.0,0,0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
916,tour_212,50,2,0.0,2.0,0,0,0,0,0,0,0,2.0,4.0,1,2403375.0,1,0,2.0,6.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,tour_2121,47,3,1.0,1.0,1,1,1,1,1,1,1,11.0,6.0,0,82957875.0,1,0,2.0,17.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
918,tour_2122,51,2,0.0,1.0,0,0,0,0,0,0,0,20.0,0.0,1,1000000.0,0,1,1.0,20.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
919,tour_2123,112,4,1.0,0.0,1,1,1,1,1,1,1,15.0,0.0,1,17155125.0,1,0,1.0,15.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
920,tour_2124,112,3,3.0,1.0,0,1,1,1,1,1,0,4.0,0.0,1,18066750.0,1,0,4.0,4.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
921,tour_2125,112,2,1.0,1.0,0,1,1,1,1,1,0,4.0,0.0,1,3315000.0,1,0,2.0,4.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
922,tour_2129,111,0,0.0,1.0,0,0,0,0,0,0,0,33.0,3.0,1,3315000.0,0,0,1.0,36.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
923,tour_213,33,2,1.0,1.0,0,0,0,0,0,0,0,15.0,0.0,1,16575000.0,1,0,2.0,15.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
924,tour_2130,112,2,0.0,1.0,0,1,1,1,1,1,0,10.0,0.0,1,4309500.0,1,0,1.0,10.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
925,tour_2131,33,2,1.0,1.0,1,1,1,1,1,1,1,6.0,0.0,1,10110750.0,1,0,2.0,6.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
926,tour_2134,47,3,1.0,3.0,1,1,1,0,0,0,0,10.0,0.0,1,25359750.0,1,0,4.0,10.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
927,tour_2135,112,4,2.0,0.0,0,1,1,1,1,1,0,11.0,0.0,0,321555.0,1,0,2.0,11.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
928,tour_2136,52,2,0.0,1.0,0,0,0,0,0,0,0,9.0,0.0,0,4972500.0,0,0,1.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
929,tour_2138,116,2,0.0,2.0,0,0,0,0,0,0,0,4.0,0.0,0,1201687.5,0,1,2.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
930,tour_2139,33,3,1.0,1.0,1,1,1,1,0,0,1,0.0,7.0,1,13851990.32,1,0,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
931,tour_214,62,2,2.0,0.0,0,0,0,0,0,0,0,2.0,0.0,0,994500.0,0,1,2.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
932,tour_2140,116,2,0.0,1.0,0,0,0,0,0,0,0,2.0,0.0,0,171000.0,0,1,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
933,tour_2143,111,2,1.0,1.0,1,1,1,1,0,0,1,0.0,7.0,1,6954870.0,1,0,2.0,7.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
934,tour_2144,116,2,0.0,1.0,0,0,0,0,0,0,0,6.0,0.0,0,306000.0,0,1,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
935,tour_2145,111,3,2.0,1.0,1,1,1,1,1,1,0,0.0,14.0,1,15885310.0,1,0,3.0,14.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
936,tour_2146,35,2,1.0,2.0,0,0,0,0,0,0,0,0.0,13.0,1,9945000.0,1,0,3.0,13.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,tour_2149,33,2,1.0,0.0,0,0,0,0,0,0,0,13.0,2.0,1,1491750.0,1,0,1.0,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
938,tour_215,111,0,1.0,0.0,0,0,0,0,0,0,0,70.0,0.0,1,453866.0,0,0,1.0,70.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
939,tour_2151,111,3,0.0,1.0,1,1,1,0,0,0,1,13.0,4.0,0,6807990.0,0,0,1.0,17.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
940,tour_2152,112,0,1.0,0.0,0,0,0,0,0,0,0,3.0,0.0,1,828750.0,1,0,1.0,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
941,tour_2153,51,3,1.0,1.0,0,0,0,0,0,0,0,3.0,0.0,0,828750.0,1,1,2.0,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
942,tour_2154,73,2,1.0,1.0,1,1,1,1,1,1,0,6.0,5.0,1,7261856.0,1,0,2.0,11.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
943,tour_2155,101,3,1.0,1.0,1,1,1,0,1,1,1,10.0,0.0,0,18232500.0,1,0,2.0,10.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
944,tour_2156,112,4,0.0,1.0,1,1,1,0,1,1,0,15.0,0.0,0,59752875.0,1,0,1.0,15.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
945,tour_2157,100,2,1.0,1.0,0,0,0,0,0,0,0,11.0,6.0,0,2817750.0,1,0,2.0,17.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
946,tour_2158,96,0,1.0,1.0,1,1,1,1,1,1,1,5.0,0.0,1,17473841.0,1,0,2.0,5.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
947,tour_2159,112,3,3.0,6.0,0,1,1,1,0,0,0,16.0,0.0,1,51382500.0,1,0,9.0,16.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,tour_216,62,2,0.0,1.0,1,1,1,1,0,0,0,21.0,0.0,0,4972500.0,0,1,1.0,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
949,tour_2160,33,0,0.0,1.0,0,0,0,0,0,0,0,40.0,0.0,0,497250.0,1,0,1.0,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
950,tour_2161,77,2,1.0,0.0,0,0,0,0,0,0,0,30.0,0.0,1,2652000.0,0,0,1.0,30.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
951,tour_2162,112,2,0.0,1.0,0,1,1,1,1,1,0,15.0,0.0,1,14088750.0,1,0,1.0,15.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
952,tour_2163,3,2,5.0,1.0,1,1,1,0,0,1,0,5.0,4.0,1,16989375.0,1,0,6.0,9.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
953,tour_2164,33,2,4.0,2.0,1,1,1,0,1,0,0,7.0,0.0,1,20055750.0,1,0,6.0,7.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
954,tour_2166,101,3,1.0,1.0,1,1,1,1,0,1,0,9.0,0.0,0,23569650.0,1,0,2.0,9.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
955,tour_2168,112,4,0.0,1.0,1,1,1,1,1,1,1,0.0,0.0,1,6298500.0,1,0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
956,tour_2169,112,4,1.0,1.0,0,1,1,1,1,1,0,4.0,0.0,1,49890750.0,1,0,2.0,4.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,tour_217,36,3,0.0,2.0,0,0,0,0,0,0,0,30.0,0.0,1,10000000.0,0,1,2.0,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
958,tour_2170,47,2,1.0,1.0,1,1,1,1,0,0,1,0.0,7.0,1,7942655.0,1,0,2.0,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
959,tour_2172,35,2,2.0,0.0,0,1,1,1,1,1,0,13.0,7.0,1,6217964.2,1,0,2.0,20.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
960,tour_2175,112,2,0.0,1.0,0,0,0,0,0,0,0,6.0,0.0,1,1989000.0,0,0,1.0,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
961,tour_2176,51,2,0.0,1.0,0,0,0,0,0,0,0,1.0,0.0,0,663000.0,0,1,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
962,tour_2177,111,0,2.0,2.0,0,0,0,0,0,0,0,12.0,2.0,0,5690100.0,0,0,4.0,14.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
963,tour_2178,111,3,0.0,1.0,0,0,0,0,0,0,0,3.0,0.0,0,828750.0,0,0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
964,tour_2179,45,3,1.0,1.0,0,1,1,1,1,1,0,10.0,0.0,1,3978000.0,1,0,2.0,10.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
965,tour_218,79,2,1.0,0.0,0,0,0,0,0,0,0,0.0,4.0,0,2154750.0,0,0,1.0,4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,tour_2180,47,2,2.0,0.0,1,0,0,0,0,0,0,0.0,17.0,0,2496263.0,1,0,2.0,17.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
967,tour_2182,33,0,1.0,0.0,0,0,0,0,0,0,0,13.0,0.0,1,4226625.0,1,0,1.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
968,tour_2183,13,2,0.0,1.0,0,0,0,0,0,0,0,1.0,0.0,0,140000.0,0,1,1.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
